DataVenda,Produto,Categoria,Quantidade,PrecoUnitario,TotalVenda,FormaPagamento
2025-04-25,Arroz 5kg,Alimentos,8,22.5,180.0,Crédito
2025-04-20,Feijão 1kg,Alimentos,-1,7.5,-7.5,Dinheiro
2025-04-08,,Alimentos,abc,3.2,,PIX
2025-04-22,Açúcar 1kg,Alimentos,-1,4.0,-4.0,Dinheiro
2025-04-25,Sabão em pó 1kg,Limpeza,abc,9.0,,Cartão
2025-04-03,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-28,Banana,Alimentos,2,3.0,6.0,Dinheiro
2025-04-06,Refrigerante Guaraná 2L,Bebidas,-5,6.8,-34.0,Dinheiro
2025-04-17,Feijão 1kg,Alimentos,abc,7.5,,PIX
2025-04-14,Detergente,Limpeza,abc,1.9,,Pix
2025-04-10,Feijão 1kg,Alimentos,1,7.5,7.5,Dinheiro
2025-04-26,,Bebidas,abc,7.0,,cartao
2025-04-10,Detergente,Limpeza,4,1.9,7.6,cartao
2025-04-09,Sabão em pó 1kg,Limpeza,3,9.0,27.0,Crédito
2025-04-11,Sabão em pó 1kg,Limpeza,-2,9.0,-18.0,PIX
2025-04-08,Coca Cola 2L,Bebidas,abc,7.0,,Pix
2025-04-08,Cerveja Lata 350ml,Bebidas,4,3.0,12.0,Dinheiro
2025-04-21,Refrigerante Guaraná 2L,Bebidas,7,6.8,47.6,Dinheiro
2025-04-18,Sabão em pó 1kg,Limpeza,abc,9.0,,Crédito
2025-04-03,Coca Cola 2L,Bebidas,abc,7.0,,PIX
2025-04-01,Feijão 1kg,Alimentos,8,7.5,60.0,Débito
2025-04-11,Detergente,Limpeza,-4,1.9,-7.6,Crédito
2025-04-07,Refrigerante Guaraná 2L,Bebidas,7,6.8,47.6,cartao
2025-04-25,Detergente,Limpeza,10,1.9,19.0,cartao
2025-04-04,Banana,Alimentos,2,3.0,6.0,Cartão
2025-04-27,Açúcar 1kg,Alimentos,2,4.0,8.0,Pix
2025-04-03,Leite Integral,Bebidas,abc,4.2,,Cartão
2025-04-12,Feijão 1kg,Alimentos,abc,7.5,,Cartão
2025-04-05,Banana,Alimentos,2,3.0,6.0,cartao
2025-04-18,Feijão 1kg,Alimentos,1,7.5,7.5,cartao
2025-04-09,,Alimentos,1,7.5,7.5,cartao
2025-04-15,Banana,Alimentos,abc,3.0,,Débito
2025-04-03,Desinfetante 1L,Limpeza,abc,3.5,,PIX
2025-04-26,Banana,Alimentos,abc,3.0,,Pix
2025-04-08,Detergente,Limpeza,5,1.9,4.5,Cartão
2025-04-06,Arroz 5kg,Alimentos,8,22.5,180.0,PIX
2025-04-08,Cerveja Lata 350ml,Bebidas,10,3.0,30.0,Débito
2025-04-21,Macarrão 500g,Alimentos,7,3.2,22.400000000000002,Pix
2025-04-04,Açúcar 1kg,Alimentos,-4,4.0,-16.0,PIX
2025-04-05,Sabão em pó 1kg,Limpeza,abc,9.0,,Pix
2025-04-13,Cerveja Lata 350ml,Bebidas,-4,3.0,-12.0,cartao
2025-04-03,Feijão 1kg,Alimentos,7,7.5,52.5,cartao
2025-04-06,Arroz 5kg,Alimentos,-5,22.5,-112.5,cartao
2025-04-16,Leite Integral,Bebidas,abc,4.2,,PIX
2025-04-12,Banana,Alimentos,7,3.0,21.0,Cartão
2025-04-17,Banana,Alimentos,8,3.0,24.0,PIX
2025-04-20,Coca Cola 2L,Bebidas,6,7.0,42.0,Crédito
2025-04-21,Coca Cola 2L,Bebidas,abc,7.0,,Débito
2025-04-28,Leite Integral,Bebidas,abc,4.2,,Dinheiro
2025-04-23,Arroz 5kg,Alimentos,9,22.5,202.5,cartao
2025-04-16,Coca Cola 2L,Bebidas,abc,7.0,,Dinheiro
2025-04-28,Coca Cola 2L,Bebidas,abc,7.0,,Cartão
2025-04-16,Macarrão 500g,Alimentos,abc,3.2,,Dinheiro
2025-04-22,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-28,Cerveja Lata 350ml,Bebidas,3,3.0,9.0,Pix
2025-04-30,Coca Cola 2L,Bebidas,abc,7.0,,Pix
2025-04-16,Açúcar 1kg,Alimentos,abc,4.0,,Débito
2025-04-07,Desinfetante 1L,Limpeza,-1,3.5,-3.5,Cartão
2025-04-17,Feijão 1kg,Alimentos,abc,7.5,,Crédito
2025-04-01,Detergente,Limpeza,-4,1.9,-7.6,PIX
2025-04-21,Coca Cola 2L,Bebidas,-1,7.0,-7.0,Pix
2025-04-06,Coca Cola 2L,Bebidas,-1,7.0,-7.0,PIX
2025-04-29,Feijão 1kg,Alimentos,abc,7.5,,PIX
2025-04-17,Leite Integral,Bebidas,-5,4.2,-21.0,Crédito
2025-04-19,Sabão em pó 1kg,Limpeza,6,9.0,54.0,Dinheiro
2025-04-07,Detergente,Limpeza,-2,1.9,6.2,Pix
2025-04-03,Detergente,Limpeza,abc,1.9,,Dinheiro
2025-04-03,Desinfetante 1L,,7,3.5,24.5,Débito
2025-04-30,Cerveja Lata 350ml,Bebidas,-4,3.0,-12.0,Débito
2025-04-10,Desinfetante 1L,Limpeza,4,3.5,19.0,Pix
2025-04-04,Desinfetante 1L,Limpeza,7,3.5,24.5,Débito
2025-04-11,Banana,Alimentos,2,3.0,6.0,Pix
2025-04-05,Açúcar 1kg,Alimentos,abc,4.0,,Pix
2025-04-15,Sabão em pó 1kg,Limpeza,8,9.0,72.0,Cartão
2025-04-03,Cerveja Lata 350ml,Bebidas,abc,3.0,,cartao
2025-04-01,Refrigerante Guaraná 2L,Bebidas,-2,6.8,-13.6,Crédito
2025-04-03,Leite Integral,Bebidas,-2,4.2,-8.4,PIX
2025-04-14,Cerveja Lata 350ml,Bebidas,-5,3.0,-15.0,Débito
2025-04-24,Refrigerante Guaraná 2L,Bebidas,3,abc,,cartao
2025-04-30,Coca Cola 2L,Bebidas,9,7.0,63.0,Pix
2025-04-03,Macarrão 500g,Alimentos,-5,3.2,-16.0,cartao
2025-04-01,Sabão em pó 1kg,Limpeza,8,9.0,72.0,Dinheiro
2025-04-16,Coca Cola 2L,Bebidas,-1,7.0,-7.0,Pix
2025-04-15,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Débito
2025-04-22,Açúcar 1kg,Alimentos,-3,4.0,-12.0,Crédito
2025-04-25,Cerveja Lata 350ml,Bebidas,abc,3.0,,Pix
2025-04-16,Sabão em pó 1kg,Limpeza,abc,9.0,,Dinheiro
2025-04-28,Feijão 1kg,Alimentos,-1,7.5,-7.5,PIX
2025-04-05,Leite Integral,Bebidas,-1,4.2,5.8,Pix
2025-04-25,Leite Integral,Bebidas,2,abc,,Pix
2025-04-28,Banana,Alimentos,abc,3.0,,cartao
2025-04-20,Macarrão 500g,Alimentos,5,abc,,Débito
2025-04-24,Arroz 5kg,Alimentos,7,22.5,157.5,Débito
2025-04-14,Açúcar 1kg,Alimentos,abc,4.0,,Dinheiro
2025-04-23,Açúcar 1kg,Alimentos,-1,4.0,-4.0,Débito
2025-04-24,Açúcar 1kg,Alimentos,abc,4.0,,Débito
2025-04-18,,Alimentos,-3,22.5,-67.5,PIX
2025-04-30,Detergente,Limpeza,2,1.9,3.8,Cartão
2025-04-14,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Cartão
2025-04-10,Detergente,Limpeza,10,1.9,19.0,Cartão
2025-04-15,Desinfetante 1L,Limpeza,-1,3.5,-3.5,Pix
2025-04-02,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-16,Feijão 1kg,Alimentos,abc,7.5,,Cartão
2025-04-20,Refrigerante Guaraná 2L,Bebidas,10,6.8,68.0,Dinheiro
2025-04-23,Banana,Alimentos,abc,3.0,,Débito
2025-04-01,Detergente,Limpeza,1,1.9,1.9,Crédito
2025-04-25,Sabão em pó 1kg,Limpeza,-4,9.0,-36.0,Crédito
2025-04-14,Refrigerante Guaraná 2L,Bebidas,-5,6.8,-34.0,Cartão
2025-04-16,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-28,Refrigerante Guaraná 2L,,-1,6.8,-6.8,PIX
2025-04-07,Leite Integral,Bebidas,abc,4.2,,PIX
2025-04-01,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Dinheiro
2025-04-12,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Pix
2025-04-16,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,cartao
2025-04-19,Cerveja Lata 350ml,Bebidas,abc,3.0,,cartao
2025-04-16,Leite Integral,Bebidas,abc,4.2,,Pix
2025-04-17,Desinfetante 1L,Limpeza,9,3.5,31.5,Cartão
2025-04-04,Macarrão 500g,Alimentos,abc,3.2,,Dinheiro
2025-04-24,Macarrão 500g,Alimentos,-4,3.2,-12.8,PIX
2025-04-17,Desinfetante 1L,Limpeza,abc,3.5,,Cartão
2025-04-16,Detergente,Limpeza,-2,1.9,-3.8,Débito
2025-04-19,Sabão em pó 1kg,Limpeza,-1,9.0,-9.0,Crédito
2025-04-28,Banana,Alimentos,7,3.0,21.0,Cartão
2025-04-25,Macarrão 500g,Alimentos,7,3.2,22.400000000000002,Crédito
2025-04-03,Arroz 5kg,Alimentos,abc,22.5,,cartao
2025-04-26,Açúcar 1kg,Alimentos,abc,4.0,,Crédito
2025-04-17,Feijão 1kg,Alimentos,abc,7.5,,PIX
2025-04-13,Desinfetante 1L,Limpeza,abc,3.5,,Débito
2025-04-15,Leite Integral,Bebidas,abc,4.2,,Cartão
2025-04-20,Cerveja Lata 350ml,Bebidas,abc,3.0,,Cartão
2025-04-25,Feijão 1kg,,abc,7.5,,Pix
2025-04-16,Sabão em pó 1kg,Limpeza,-3,9.0,-27.0,Pix
2025-04-05,Coca Cola 2L,Bebidas,abc,7.0,,Dinheiro
2025-04-01,Cerveja Lata 350ml,Bebidas,7,3.0,31.0,Dinheiro
2025-04-21,Cerveja Lata 350ml,Bebidas,abc,3.0,,cartao
2025-04-04,Sabão em pó 1kg,Limpeza,4,9.0,36.0,cartao
2025-04-10,Cerveja Lata 350ml,Bebidas,2,3.0,6.0,cartao
2025-04-30,Açúcar 1kg,Alimentos,-4,4.0,-16.0,Pix
2025-04-27,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Dinheiro
2025-04-13,Feijão 1kg,,-4,7.5,-30.0,Cartão
2025-04-18,Arroz 5kg,Alimentos,6,22.5,135.0,Crédito
2025-04-02,Sabão em pó 1kg,Limpeza,3,9.0,27.0,Débito
2025-04-07,Feijão 1kg,Alimentos,3,7.5,22.5,Cartão
2025-04-03,Refrigerante Guaraná 2L,Bebidas,-5,6.8,-34.0,Cartão
2025-04-16,Cerveja Lata 350ml,Bebidas,-3,3.0,-9.0,Débito
2025-04-27,Desinfetante 1L,Limpeza,10,3.5,35.0,cartao
2025-04-24,Sabão em pó 1kg,Limpeza,abc,9.0,,Pix
2025-04-01,Cerveja Lata 350ml,Bebidas,abc,3.0,,Pix
2025-04-29,Desinfetante 1L,Limpeza,abc,3.5,,cartao
2025-04-07,Feijão 1kg,Alimentos,-5,7.5,-37.5,Pix
2025-04-29,Desinfetante 1L,Limpeza,3,3.5,10.5,Débito
2025-04-03,Sabão em pó 1kg,Limpeza,abc,9.0,,cartao
2025-04-21,Coca Cola 2L,Bebidas,-5,7.0,-35.0,Cartão
2025-04-11,Sabão em pó 1kg,Limpeza,abc,9.0,,Pix
2025-04-11,Desinfetante 1L,Limpeza,abc,3.5,,cartao
2025-04-29,Desinfetante 1L,,1,3.5,8.5,Dinheiro
2025-04-01,Sabão em pó 1kg,Limpeza,abc,9.0,,PIX
2025-04-30,Banana,Alimentos,-3,3.0,-9.0,Pix
2025-04-01,Detergente,Limpeza,abc,1.9,,Dinheiro
2025-04-18,Sabão em pó 1kg,Limpeza,abc,9.0,,Cartão
2025-04-05,Feijão 1kg,Alimentos,-3,7.5,-22.5,Cartão
2025-04-04,Cerveja Lata 350ml,Bebidas,4,3.0,12.0,PIX
2025-04-27,Coca Cola 2L,Bebidas,-1,7.0,-7.0,Pix
2025-04-28,Desinfetante 1L,Limpeza,abc,3.5,,Crédito
2025-04-25,Leite Integral,Bebidas,3,4.2,12.600000000000001,cartao
2025-04-30,Feijão 1kg,Alimentos,4,7.5,30.0,Pix
2025-04-12,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Cartão
2025-04-24,Feijão 1kg,Alimentos,abc,7.5,,cartao
2025-04-04,Desinfetante 1L,Limpeza,5,3.5,17.5,Cartão
2025-04-03,Leite Integral,Bebidas,10,4.2,42.0,cartao
2025-04-25,Coca Cola 2L,Bebidas,abc,7.0,,cartao
2025-04-30,Feijão 1kg,Alimentos,9,7.5,67.5,PIX
2025-04-27,Coca Cola 2L,Bebidas,7,7.0,49.0,PIX
2025-04-06,Cerveja Lata 350ml,Bebidas,abc,3.0,,Cartão
2025-04-28,Arroz 5kg,Alimentos,1,22.5,22.5,Crédito
2025-04-12,Cerveja Lata 350ml,Bebidas,3,3.0,9.0,PIX
2025-04-21,Macarrão 500g,Alimentos,abc,3.2,,PIX
2025-04-05,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,Dinheiro
2025-04-20,Feijão 1kg,Alimentos,abc,7.5,,Cartão
2025-04-01,Banana,Alimentos,2,3.0,6.0,PIX
2025-04-23,Desinfetante 1L,Limpeza,abc,3.5,,Débito
2025-04-02,Coca Cola 2L,Bebidas,abc,7.0,,Dinheiro
2025-04-07,,Limpeza,-2,3.5,-7.0,Crédito
2025-04-13,Leite Integral,Bebidas,3,4.2,12.600000000000001,cartao
2025-04-18,Sabão em pó 1kg,Limpeza,-2,9.0,-18.0,Crédito
2025-04-05,Cerveja Lata 350ml,Bebidas,abc,3.0,,Crédito
2025-04-02,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-02,Açúcar 1kg,Alimentos,-4,4.0,-16.0,Débito
2025-04-25,Sabão em pó 1kg,Limpeza,6,9.0,54.0,Pix
2025-04-09,Sabão em pó 1kg,Limpeza,abc,9.0,,Cartão
2025-04-25,Feijão 1kg,Alimentos,-3,7.5,-22.5,Cartão
2025-04-21,Açúcar 1kg,Alimentos,-5,4.0,-20.0,Débito
2025-04-23,Açúcar 1kg,Alimentos,10,4.0,40.0,Crédito
2025-04-08,Desinfetante 1L,Limpeza,abc,3.5,,Crédito
2025-04-26,Coca Cola 2L,Bebidas,3,7.0,21.0,Crédito
2025-04-04,Desinfetante 1L,Limpeza,9,3.5,31.5,Pix
2025-04-09,Banana,Alimentos,5,3.0,15.0,Crédito
2025-04-24,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-05,Refrigerante Guaraná 2L,Bebidas,4,6.8,27.2,Cartão
2025-04-21,Sabão em pó 1kg,Limpeza,8,9.0,72.0,Cartão
2025-04-19,Arroz 5kg,Alimentos,6,22.5,135.0,Cartão
2025-04-06,Banana,Alimentos,6,3.0,18.0,PIX
2025-04-19,Sabão em pó 1kg,Limpeza,-4,9.0,-36.0,PIX
2025-04-13,,Bebidas,-4,6.8,-27.2,Pix
2025-04-13,,Alimentos,abc,3.0,,Crédito
2025-04-10,Leite Integral,Bebidas,-3,4.2,-12.600000000000001,Cartão
2025-04-04,Banana,Alimentos,6,3.0,18.0,PIX
2025-04-04,Cerveja Lata 350ml,Bebidas,abc,3.0,,Crédito
2025-04-19,Coca Cola 2L,Bebidas,abc,7.0,,cartao
2025-04-19,Macarrão 500g,Alimentos,abc,3.2,,Débito
2025-04-25,Coca Cola 2L,Bebidas,-3,7.0,-21.0,Débito
2025-04-29,Macarrão 500g,Alimentos,-1,3.2,-3.2,cartao
2025-04-22,Leite Integral,Bebidas,-2,4.2,-8.4,PIX
2025-04-26,Leite Integral,Bebidas,-1,4.2,-4.2,Dinheiro
2025-04-15,Desinfetante 1L,Limpeza,abc,3.5,,Débito
2025-04-18,Detergente,Limpeza,-2,1.9,-3.8,Dinheiro
2025-04-12,Arroz 5kg,Alimentos,abc,22.5,,PIX
2025-04-08,Banana,Alimentos,abc,3.0,,PIX
2025-04-20,Desinfetante 1L,Limpeza,-1,3.5,-3.5,Crédito
2025-04-08,Arroz 5kg,Alimentos,abc,22.5,,PIX
2025-04-17,Sabão em pó 1kg,,5,9.0,45.0,Cartão
2025-04-15,Cerveja Lata 350ml,Bebidas,abc,3.0,,Cartão
2025-04-21,Sabão em pó 1kg,Limpeza,3,9.0,27.0,Crédito
2025-04-26,Coca Cola 2L,Bebidas,abc,7.0,,Dinheiro
2025-04-20,Banana,Alimentos,abc,3.0,,Pix
2025-04-21,Desinfetante 1L,Limpeza,-2,3.5,-7.0,Pix
2025-04-07,Cerveja Lata 350ml,Bebidas,-3,3.0,-9.0,Crédito
2025-04-10,Arroz 5kg,Alimentos,4,22.5,90.0,cartao
2025-04-22,Macarrão 500g,Alimentos,5,3.2,16.0,Cartão
2025-04-11,Cerveja Lata 350ml,Bebidas,abc,3.0,,Cartão
2025-04-30,Desinfetante 1L,Limpeza,-2,3.5,3.0,cartao
2025-04-02,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-30,Macarrão 500g,Alimentos,1,3.2,3.2,Débito
2025-04-04,Açúcar 1kg,Alimentos,8,4.0,32.0,cartao
2025-04-20,Detergente,Limpeza,4,1.9,7.6,Débito
2025-04-30,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,cartao
2025-04-17,Coca Cola 2L,Bebidas,abc,7.0,,cartao
2025-04-07,Detergente,Limpeza,-3,1.9,-5.699999999999999,Pix
2025-04-22,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-30,Feijão 1kg,Alimentos,abc,7.5,,cartao
2025-04-27,Coca Cola 2L,Bebidas,-1,7.0,-7.0,Débito
2025-04-18,Coca Cola 2L,Bebidas,10,7.0,70.0,Cartão
2025-04-14,Arroz 5kg,Alimentos,-1,22.5,-22.5,Cartão
2025-04-21,Coca Cola 2L,Bebidas,-5,7.0,-35.0,Pix
2025-04-25,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-09,Desinfetante 1L,Limpeza,abc,3.5,,Débito
2025-04-20,Banana,Alimentos,1,3.0,3.0,Dinheiro
2025-04-25,Coca Cola 2L,Bebidas,abc,7.0,,Crédito
2025-04-28,Arroz 5kg,Alimentos,abc,22.5,,Débito
2025-04-06,Açúcar 1kg,Alimentos,1,4.0,4.0,Cartão
2025-04-24,Sabão em pó 1kg,Limpeza,3,9.0,27.0,Dinheiro
2025-04-04,Macarrão 500g,Alimentos,abc,3.2,,Pix
2025-04-02,Arroz 5kg,Alimentos,3,22.5,67.5,PIX
2025-04-08,,Alimentos,7,22.5,157.5,PIX
2025-04-19,Detergente,Limpeza,-4,1.9,-7.6,cartao
2025-04-19,Leite Integral,Bebidas,-1,4.2,-4.2,Cartão
2025-04-01,Detergente,Limpeza,7,1.9,13.299999999999999,Dinheiro
2025-04-03,Leite Integral,Bebidas,8,4.2,33.6,cartao
2025-04-09,Detergente,Limpeza,-2,1.9,-3.8,Débito
2025-04-01,Sabão em pó 1kg,Limpeza,1,9.0,9.0,Crédito
2025-04-09,Refrigerante Guaraná 2L,Bebidas,-2,6.8,-13.6,Crédito
2025-04-03,Detergente,Limpeza,abc,1.9,,Pix
2025-04-24,Leite Integral,Bebidas,abc,4.2,,cartao
2025-04-10,Desinfetante 1L,Limpeza,abc,3.5,,Crédito
2025-04-28,Leite Integral,Bebidas,-3,4.2,-12.600000000000001,Pix
2025-04-09,Detergente,Limpeza,4,1.9,7.6,Débito
2025-04-11,Coca Cola 2L,Bebidas,abc,7.0,,Pix
2025-04-03,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,cartao
2025-04-06,Coca Cola 2L,Bebidas,abc,7.0,,cartao
2025-04-15,Banana,Alimentos,abc,3.0,,Pix
2025-04-29,Macarrão 500g,Alimentos,-4,3.2,-12.8,Crédito
2025-04-22,Macarrão 500g,Alimentos,3,3.2,9.600000000000001,Pix
2025-04-28,Detergente,Limpeza,abc,1.9,,Crédito
2025-04-26,Cerveja Lata 350ml,Bebidas,5,3.0,15.0,Dinheiro
2025-04-06,Desinfetante 1L,Limpeza,abc,3.5,,Cartão
2025-04-03,Leite Integral,Bebidas,10,4.2,42.0,cartao
2025-04-25,Feijão 1kg,Alimentos,abc,7.5,,Cartão
2025-04-08,,Limpeza,-1,1.9,-1.9,cartao
2025-04-04,Cerveja Lata 350ml,Bebidas,abc,3.0,,Débito
2025-04-28,Feijão 1kg,Alimentos,abc,7.5,,PIX
2025-04-02,Macarrão 500g,Alimentos,6,3.2,19.200000000000003,Pix
2025-04-12,Macarrão 500g,Alimentos,3,3.2,9.600000000000001,Dinheiro
2025-04-29,Feijão 1kg,Alimentos,2,7.5,15.0,Crédito
2025-04-04,Macarrão 500g,Alimentos,-3,3.2,-9.600000000000001,Crédito
2025-04-23,Feijão 1kg,Alimentos,abc,7.5,,Pix
2025-04-28,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,PIX
2025-04-22,Leite Integral,Bebidas,abc,4.2,,Crédito
2025-04-05,Banana,Alimentos,4,3.0,12.0,PIX
2025-04-14,Cerveja Lata 350ml,Bebidas,-4,3.0,-12.0,cartao
2025-04-06,Feijão 1kg,Alimentos,9,7.5,67.5,Dinheiro
2025-04-10,Cerveja Lata 350ml,Bebidas,abc,3.0,,Débito
2025-04-30,Banana,Alimentos,2,3.0,6.0,Dinheiro
2025-04-10,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Cartão
2025-04-06,Cerveja Lata 350ml,Bebidas,abc,3.0,,Dinheiro
2025-04-11,Detergente,Limpeza,-1,1.9,-1.9,Dinheiro
2025-04-01,Coca Cola 2L,Bebidas,2,7.0,14.0,Crédito
2025-04-19,Açúcar 1kg,Alimentos,1,4.0,4.0,cartao
2025-04-04,Cerveja Lata 350ml,Bebidas,-3,3.0,-9.0,Cartão
2025-04-27,Arroz 5kg,Alimentos,-4,22.5,-90.0,Crédito
2025-04-15,Feijão 1kg,Alimentos,abc,7.5,,Dinheiro
2025-04-10,Refrigerante Guaraná 2L,Bebidas,1,6.8,6.8,cartao
2025-04-12,Banana,Alimentos,3,3.0,9.0,PIX
2025-04-18,Cerveja Lata 350ml,,-3,3.0,-9.0,Crédito
2025-04-02,Feijão 1kg,Alimentos,abc,7.5,,Pix
2025-04-14,Macarrão 500g,Alimentos,6,3.2,19.200000000000003,Crédito
2025-04-02,Leite Integral,Bebidas,7,4.2,29.400000000000002,Dinheiro
2025-04-18,Coca Cola 2L,Bebidas,abc,7.0,,Dinheiro
2025-04-01,Banana,Alimentos,abc,3.0,,Débito
2025-04-02,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Débito
2025-04-20,Banana,Alimentos,4,3.0,12.0,Crédito
2025-04-07,Desinfetante 1L,Limpeza,abc,3.5,,Dinheiro
2025-04-25,Macarrão 500g,Alimentos,-4,3.2,-12.8,Cartão
2025-04-19,Macarrão 500g,Alimentos,3,3.2,9.600000000000001,Débito
2025-04-05,Leite Integral,Bebidas,-3,4.2,-12.600000000000001,Dinheiro
2025-04-12,Arroz 5kg,Alimentos,-4,22.5,-90.0,Débito
2025-04-12,Macarrão 500g,Alimentos,-4,3.2,-12.8,Dinheiro
2025-04-01,Cerveja Lata 350ml,Bebidas,abc,abc,,PIX
2025-04-12,Cerveja Lata 350ml,Bebidas,abc,3.0,,cartao
2025-04-06,Cerveja Lata 350ml,Bebidas,9,3.0,27.0,Cartão
2025-04-09,Açúcar 1kg,Alimentos,abc,4.0,,Crédito
2025-04-26,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Dinheiro
2025-04-25,Macarrão 500g,Alimentos,4,3.2,12.8,cartao
2025-04-26,Sabão em pó 1kg,Limpeza,8,9.0,72.0,Débito
2025-04-23,Coca Cola 2L,Bebidas,-1,7.0,-7.0,Débito
2025-04-21,Macarrão 500g,Alimentos,abc,3.2,,Cartão
2025-04-28,Coca Cola 2L,Bebidas,abc,7.0,,Débito
2025-04-15,Macarrão 500g,Alimentos,-4,3.2,-12.8,cartao
2025-04-23,Açúcar 1kg,Alimentos,2,4.0,8.0,Cartão
2025-04-20,Leite Integral,Bebidas,abc,4.2,,Crédito
2025-04-18,Banana,Alimentos,10,3.0,30.0,Crédito
2025-04-27,Leite Integral,Bebidas,10,4.2,42.0,Dinheiro
2025-04-11,Açúcar 1kg,Alimentos,3,4.0,12.0,Pix
2025-04-17,Feijão 1kg,Alimentos,10,7.5,75.0,Dinheiro
2025-04-23,Refrigerante Guaraná 2L,,abc,6.8,,Cartão
2025-04-21,Cerveja Lata 350ml,Bebidas,abc,3.0,,Dinheiro
2025-04-22,Desinfetante 1L,Limpeza,-5,3.5,-17.5,Pix
2025-04-06,Leite Integral,Bebidas,-5,4.2,-21.0,Cartão
2025-04-26,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,cartao
2025-04-12,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,PIX
2025-04-05,Coca Cola 2L,Bebidas,abc,7.0,,Débito
2025-04-10,Detergente,Limpeza,-1,1.9,-1.9,Débito
2025-04-01,Açúcar 1kg,Alimentos,-1,4.0,-4.0,PIX
2025-04-03,Detergente,Limpeza,2,1.9,3.8,Dinheiro
2025-04-08,Arroz 5kg,Alimentos,abc,22.5,,PIX
2025-04-03,Coca Cola 2L,Bebidas,9,7.0,63.0,Cartão
2025-04-28,Desinfetante 1L,Limpeza,10,3.5,30.0,Crédito
2025-04-06,Macarrão 500g,Alimentos,1,3.2,3.2,cartao
2025-04-12,Arroz 5kg,Alimentos,7,22.5,157.5,Crédito
2025-04-09,Arroz 5kg,Alimentos,7,22.5,157.5,Cartão
2025-04-18,Desinfetante 1L,Limpeza,-1,3.5,-3.5,Dinheiro
2025-04-11,Desinfetante 1L,Limpeza,-3,3.5,-10.5,PIX
2025-04-18,Banana,Alimentos,abc,3.0,,Cartão
2025-04-24,,Limpeza,abc,3.5,,Pix
2025-04-16,Leite Integral,Bebidas,-4,4.2,-16.8,Débito
2025-04-16,Desinfetante 1L,Limpeza,-5,3.5,-17.5,Débito
2025-04-06,Açúcar 1kg,Alimentos,8,4.0,32.0,Dinheiro
2025-04-25,Desinfetante 1L,Limpeza,-3,3.5,-10.5,Crédito
2025-04-24,Detergente,Limpeza,5,1.9,9.5,Crédito
2025-04-27,Arroz 5kg,Alimentos,-4,22.5,-90.0,Débito
2025-04-29,Açúcar 1kg,Alimentos,5,4.0,20.0,Cartão
2025-04-15,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Débito
2025-04-25,Macarrão 500g,Alimentos,-2,3.2,-6.4,Débito
2025-04-18,Detergente,Limpeza,4,1.9,7.6,Débito
2025-04-26,Sabão em pó 1kg,Limpeza,-1,9.0,-9.0,Pix
2025-04-06,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Débito
2025-04-11,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Débito
2025-04-06,Banana,Alimentos,9,3.0,27.0,Dinheiro
2025-04-30,Leite Integral,Bebidas,1,4.2,4.2,Pix
2025-04-08,Arroz 5kg,Alimentos,abc,22.5,,Cartão
2025-04-13,,Bebidas,4,7.0,28.0,Cartão
2025-04-15,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Dinheiro
2025-04-16,Macarrão 500g,Alimentos,9,3.2,28.8,Débito
2025-04-10,Cerveja Lata 350ml,Bebidas,7,3.0,21.0,Débito
2025-04-07,Detergente,Limpeza,-2,1.9,-3.8,Cartão
2025-04-25,Açúcar 1kg,Alimentos,-1,4.0,-4.0,Cartão
2025-04-08,Açúcar 1kg,Alimentos,abc,4.0,,PIX
2025-04-30,Macarrão 500g,Alimentos,3,abc,,Débito
2025-04-21,Refrigerante Guaraná 2L,Bebidas,5,6.8,34.0,Cartão
2025-04-05,Coca Cola 2L,Bebidas,2,7.0,14.0,Dinheiro
